time,temperature_air,temperature_liquid
2019-03-31 10:37:59.612575,76.2116,75.0866
2019-03-31 10:38:02.387042,76.2116,74.8616
2019-03-31 10:38:05.186936,76.2116,74.6366
2019-03-31 10:38:07.987263,76.2116,74.3
2019-03-31 10:38:10.790836,76.2116,74.075
2019-03-31 10:38:13.586889,76.2116,73.7366
2019-03-31 10:38:16.386913,76.2116,73.5116
2019-03-31 10:38:19.186945,76.2116,73.175
2019-03-31 10:38:21.990124,76.2116,72.95
2019-03-31 10:38:24.786932,76.2116,72.725
2019-03-31 10:38:27.595766,76.2116,72.6116
2019-03-31 10:38:30.387273,76.2116,72.3866
2019-03-31 10:38:33.186916,76.2116,72.275
2019-03-31 10:38:35.986938,76.2116,72.05
2019-03-31 10:38:38.786932,76.2116,71.9366
2019-03-31 10:38:41.586935,76.2116,71.7116
